Run,BioProject,Reference,Reference_year,Reference_DOI,Organism,Developmental_stage,Project_type,Treatment,Treat_description,Raw_counts,Gene_counted
SRR5367061,PRJNA380146,(Yuan et al. 2018),2018,https://doi.org/10.1038/s41598-018-21267-3,Acropora gemmifera,recruit,species,tenuis_recruit,tenuis_recruit,12388176,3153778
SRR5367062,PRJNA380146,(Yuan et al. 2018),2018,https://doi.org/10.1038/s41598-018-21267-3,Acropora gemmifera,recruit,species,tenuis_recruit,tenuis_recruit,10926596,3119116
SRR5367063,PRJNA380146,(Yuan et al. 2018),2018,https://doi.org/10.1038/s41598-018-21267-3,Acropora gemmifera,recruit,species,tenuis_recruit,tenuis_recruit,11857241,3225780
SRR5367064,PRJNA380146,(Yuan et al. 2018),2018,https://doi.org/10.1038/s41598-018-21267-3,Acropora gemmifera,recruit,species,tenuis_recruit,tenuis_recruit,12406185,3424049
SRR5367065,PRJNA380146,(Yuan et al. 2018),2018,https://doi.org/10.1038/s41598-018-21267-3,Acropora gemmifera,recruit,species,tenuis_recruit,tenuis_recruit,11666138,3194018
SRR5367066,PRJNA380146,(Yuan et al. 2018),2018,https://doi.org/10.1038/s41598-018-21267-3,Acropora gemmifera,recruit,species,tenuis_recruit,tenuis_recruit,12338622,3249147
SRR5367067,PRJNA380146,(Yuan et al. 2018),2018,https://doi.org/10.1038/s41598-018-21267-3,Acropora gemmifera,recruit,species,tenuis_recruit,tenuis_recruit,11860063,3110341
SRR5374529,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,low_salinity,1h_25psu_22gen_Amill,10420113,4210263
SRR5374530,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,low_salinity,1h_25psu_23gen_Amill,11835085,4956832
SRR5374531,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,low_salinity,1h_25psu_26gen_Amill,10980232,4656468
SRR5374532,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,low_salinity,1h_25psu_33gen_Amill,13312548,5215106
SRR5374533,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,low_salinity,1h_25psu_34gen_Amill,7826298,2984155
SRR5374534,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,control,1h_35psu_22gen_Amill,10383429,3710197
SRR5374535,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,control,1h_35psu_23gen_Amill,7350003,2756994
SRR5374536,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,control,1h_35psu_26gen_Amill,9458133,3992944
SRR5374537,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,control,1h_35psu_33gen_Amill,13424934,5372543
SRR5374538,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,control,1h_35psu_34gen_Amill,10508521,4017824
SRR5374539,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,low_salinity,24h_25psu_23gen_Amill,10098221,4255959
SRR5374540,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,low_salinity,24h_25psu_33gen_Amill,8128730,3565116
SRR5374541,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,low_salinity,24h_25psu_34gen_Amill,8560092,3544059
SRR5374542,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,control,24h_35psu_22gen_Amill,7186447,2705268
SRR5374543,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,control,24h_35psu_23gen_Amill,11844216,4326756
SRR5374544,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,control,24h_35psu_26gen_Amill,12096922,4833216
SRR5374545,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,control,24h_35psu_33gen_Amill,7876713,3078958
SRR5374546,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,control,24h_35psu_34gen_Amill,10079608,3345183
SRR5374547,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,control,24h_35psu_180_Amill,7701033,5250586
SRR5374548,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,control,24h_35psu_181_Amill,6229651,4096554
SRR5374549,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,control,24h_35psu_186_Amill,9900736,6590390
SRR5374550,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,control,24h_35psu_187_Amill,11079939,6633471
SRR5374551,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,control,24h_35psu_192_Amill,9812732,6214445
SRR5374552,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,control,24h_35psu_193_Amill,7962223,5203283
SRR5374553,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,low_salinity,24h_28psu_196_Amill,10763465,7187520
SRR5374554,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,low_salinity,24h_28psu_197_Amill,7960382,5418761
SRR5374555,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,low_salinity,24h_28psu_202_Amill,9528406,6377037
SRR5374556,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,low_salinity,24h_28psu_203_Amill,8245512,5335965
SRR5374557,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,low_salinity,24h_28psu_208_Amill,6042591,3979566
SRR5374558,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,low_salinity,24h_28psu_209_Amill,8262098,5502319
SRR5374559,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,control,48h_35psu_214_Amill,8436866,5754353
SRR5374560,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,control,48h_35psu_215_Amill,6609828,4334612
SRR5374561,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,control,48h_35psu_220_Amill,6660444,4361289
SRR5374562,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,control,48h_35psu_222_Amill,9944146,6514310
SRR5374563,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,control,48h_35psu_226_Amill,9476438,6317126
SRR5374564,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,low_salinity,48h_28psu_222_Amill,9441121,6384649
SRR5374565,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,low_salinity,48h_28psu_233_Amill,8312066,5593887
SRR5374566,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,low_salinity,48h_28psu_238_Amill,4851716,3291204
SRR5374567,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,low_salinity,48h_28psu_239_Amill,7758165,5094969
SRR5374568,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,low_salinity,48h_28psu_244_Amill,5584392,3748315
SRR5374569,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,recruit,salinity,low_salinity,48h_28psu_245_Amill,4361404,2891098
SRR5378429,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,low_salinity,1h_25psu_22gen_Amill rep 2,10958039,4310432
SRR5378430,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,control,1h_35psu_22gen_Amill rep 2,12449487,4637841
SRR5378431,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,low_salinity,24h_25psu_23gen_Amill rep 2,13721967,5923573
SRR5378432,PRJNA380267,(Aguilar et al. 2017),2017,https://doi.org/10.1186/s12864-017-3959-0,Acropora millepora,adult,salinity,control,24h_35psu_22gen_Amill rep 2,12378721,4495009
SRR5569448,PRJNA386795,none,none,none,Acropora palmata,adult,disease_tolerance,not done yet,emailed John Wares,33904223,11971510
SRR5569447,PRJNA386795,none,none,none,Acropora palmata,adult,disease_tolerance,not done yet,emailed John Wares,18296211,6400240
SRR5569449,PRJNA386795,none,none,none,Acropora palmata,adult,disease_tolerance,not done yet,emailed John Wares,46947071,17636938
SRR5569450,PRJNA386795,none,none,none,Acropora palmata,adult,disease_tolerance,not done yet,emailed John Wares,39783541,12658779
SRR5569445,PRJNA386795,none,none,none,Acropora palmata,adult,disease_tolerance,not done yet,emailed John Wares,31955534,10406768
SRR5569446,PRJNA386795,none,none,none,Acropora palmata,adult,disease_tolerance,not done yet,emailed John Wares,36510881,10958619
SRR5569444,PRJNA386795,none,none,none,Acropora palmata,adult,disease_tolerance,not done yet,emailed John Wares,36235395,12301627
SRR5569442,PRJNA386795,none,none,none,Acropora palmata,adult,disease_tolerance,not done yet,emailed John Wares,39316516,16037157
SRR5569441,PRJNA386795,none,none,none,Acropora palmata,adult,disease_tolerance,not done yet,emailed John Wares,30845136,11273854
SRR5569440,PRJNA386795,none,none,none,Acropora palmata,adult,disease_tolerance,not done yet,emailed John Wares,26693556,11835942
SRR5569439,PRJNA386795,none,none,none,Acropora palmata,adult,disease_tolerance,not done yet,emailed John Wares,17555522,7146991
SRR5569438,PRJNA386795,none,none,none,Acropora palmata,adult,disease_tolerance,not done yet,emailed John Wares,29384994,11808898
SRR5569437,PRJNA386795,none,none,none,Acropora palmata,adult,disease_tolerance,not done yet,emailed John Wares,28369784,10962356
SRR5569435,PRJNA386795,none,none,none,Acropora palmata,adult,disease_tolerance,not done yet,emailed John Wares,33621442,10421657
SRR5569436,PRJNA386795,none,none,none,Acropora palmata,adult,disease_tolerance,not done yet,emailed John Wares,33830986,13624546
SRR5569443,PRJNA386795,none,none,none,Acropora palmata,adult,disease_tolerance,not done yet,emailed John Wares,31266606,11626431
SRR5934181,PRJNA398338,(Mohamed et al. 2018),2018,https://doi.org/10.1038/s41396-017-0005-9,Acropora digitifera,larval,maybe_immune,challenge,Negative_control_12h_rep2,24035359,13411382
SRR5934178,PRJNA398338,(Mohamed et al. 2018),2018,https://doi.org/10.1038/s41396-017-0005-9,Acropora digitifera,larval,maybe_immune,control,Chromera_infected_04h_rep1,26204349,10782426
SRR5934180,PRJNA398338,(Mohamed et al. 2018),2018,https://doi.org/10.1038/s41396-017-0005-9,Acropora digitifera,larval,maybe_immune,control,Chromera_infected_04h_rep3,31698401,14039158
SRR5934182,PRJNA398338,(Mohamed et al. 2018),2018,https://doi.org/10.1038/s41396-017-0005-9,Acropora digitifera,larval,maybe_immune,challenge,Negative_control_12h_rep3,25197830,12980884
SRR5934184,PRJNA398338,(Mohamed et al. 2018),2018,https://doi.org/10.1038/s41396-017-0005-9,Acropora digitifera,larval,maybe_immune,control,Chromera_infected_12h_rep2,26639362,13546263
SRR5934183,PRJNA398338,(Mohamed et al. 2018),2018,https://doi.org/10.1038/s41396-017-0005-9,Acropora digitifera,larval,maybe_immune,control,Chromera_infected_12h_rep1,25557352,11828495
SRR5934185,PRJNA398338,(Mohamed et al. 2018),2018,https://doi.org/10.1038/s41396-017-0005-9,Acropora digitifera,larval,maybe_immune,control,Chromera_infected_12h_rep3,23800967,10773223
SRR5934186,PRJNA398338,(Mohamed et al. 2018),2018,https://doi.org/10.1038/s41396-017-0005-9,Acropora digitifera,larval,maybe_immune,challenge,Negative_control_48h_rep1,21477166,11024267
SRR5934187,PRJNA398338,(Mohamed et al. 2018),2018,https://doi.org/10.1038/s41396-017-0005-9,Acropora digitifera,larval,maybe_immune,challenge,Negative_control_48h_rep2,15729866,7726561
SRR5934188,PRJNA398338,(Mohamed et al. 2018),2018,https://doi.org/10.1038/s41396-017-0005-9,Acropora digitifera,larval,maybe_immune,challenge,Negative_control_48h_rep3,24849108,13153295
SRR5934189,PRJNA398338,(Mohamed et al. 2018),2018,https://doi.org/10.1038/s41396-017-0005-9,Acropora digitifera,larval,maybe_immune,control,Chromera_infected_48h_rep1,26530067,11505889
SRR5934190,PRJNA398338,(Mohamed et al. 2018),2018,https://doi.org/10.1038/s41396-017-0005-9,Acropora digitifera,larval,maybe_immune,control,Chromera_infected_48h_rep2,24465990,9081937
SRR5934191,PRJNA398338,(Mohamed et al. 2018),2018,https://doi.org/10.1038/s41396-017-0005-9,Acropora digitifera,larval,maybe_immune,control,Chromera_infected_48h_rep3,27855959,9908104
SRR5934177,PRJNA398338,(Mohamed et al. 2018),2018,https://doi.org/10.1038/s41396-017-0005-9,Acropora digitifera,larval,maybe_immune,challenge,Negative_control_04h_rep3,20912751,10446844
SRR5934175,PRJNA398338,(Mohamed et al. 2018),2018,https://doi.org/10.1038/s41396-017-0005-9,Acropora digitifera,larval,maybe_immune,challenge,Negative_control_04h_rep1,22430563,11025357
SRR5934179,PRJNA398338,(Mohamed et al. 2018),2018,https://doi.org/10.1038/s41396-017-0005-9,Acropora digitifera,larval,maybe_immune,control,Chromera_infected_04h_rep2,25721449,11014453
SRR5934176,PRJNA398338,(Mohamed et al. 2018),2018,https://doi.org/10.1038/s41396-017-0005-9,Acropora digitifera,larval,maybe_immune,challenge,Negative_control_04h_rep2,19542091,9803543
SRR6064932,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,17744251,4031301
SRR6064931,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,16696438,4051531
SRR6064930,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,21422102,4398883
SRR6064929,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,14619983,3708531
SRR6064928,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,17494313,4196718
SRR6064927,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,22895702,5001007
SRR6064926,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,18789893,4412461
SRR6064925,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,18562899,183915
SRR6064924,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,18199923,4282485
SRR6064923,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,13289940,3463319
SRR6064922,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,19248949,4740429
SRR6064921,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,19429512,4863652
SRR6064920,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,17928116,4563759
SRR6064919,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,19346657,4502621
SRR6064918,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,15389413,4121361
SRR6064917,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,12793085,3598315
SRR6064916,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,16294492,4084462
SRR6064915,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,15820717,3567444
SRR6064914,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,17112779,3797434
SRR6064913,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,20097460,543045
SRR6064912,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,14638285,3720333
SRR6064911,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,20471246,4486968
SRR6064910,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,19717550,3063687
SRR6064909,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,18093725,757080
SRR6064908,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,18708113,2876501
SRR6064907,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,16371712,2420873
SRR6064906,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,17682164,3364663
SRR6064905,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,16531935,3416178
SRR6064904,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,13194927,3510011
SRR6064903,PRJNA411943,(Bay et al. 2017),2017,https://doi.org/10.1126/sciadv.1701413,Acropora hyacinthus,adult,genotyping,not done yet,NA,22647558,5056115
SRR6396371,PRJNA423227,(Parkinson et al. 2018),2018,https://doi.org/10.1111/mec.14517,Acropora cervicornis,adult,temp,control,1hr_24-28c_summer_Miami,42189417,4521894
SRR6396373,PRJNA423227,(Parkinson et al. 2018),2018,https://doi.org/10.1111/mec.14517,Acropora cervicornis,adult,temp,heat,1hr_35C_summer_Miami,38599594,4882630
SRR6396374,PRJNA423227,(Parkinson et al. 2018),2018,https://doi.org/10.1111/mec.14517,Acropora cervicornis,adult,temp,control,1hr_24-28C_summer_LowerKeys,48948847,3021004
SRR6396375,PRJNA423227,(Parkinson et al. 2018),2018,https://doi.org/10.1111/mec.14517,Acropora cervicornis,adult,temp,cold,1hr_10C_summer_Miami,37174155,3596311
SRR6396376,PRJNA423227,(Parkinson et al. 2018),2018,https://doi.org/10.1111/mec.14517,Acropora cervicornis,adult,temp,heat,1hr_35C_summer_LowerKeys,37330899,3037725
SRR6396377,PRJNA423227,(Parkinson et al. 2018),2018,https://doi.org/10.1111/mec.14517,Acropora cervicornis,adult,temp,control,1hr_24-28C_winter_Miami,39323153,5496904
SRR6396378,PRJNA423227,(Parkinson et al. 2018),2018,https://doi.org/10.1111/mec.14517,Acropora cervicornis,adult,temp,cold,1hr_10C_winter_LowerKeys,40518257,4764083
SRR6396379,PRJNA423227,(Parkinson et al. 2018),2018,https://doi.org/10.1111/mec.14517,Acropora cervicornis,adult,temp,heat,1hr_35C_winter_Miami,38374168,5847834
SRR6396380,PRJNA423227,(Parkinson et al. 2018),2018,https://doi.org/10.1111/mec.14517,Acropora cervicornis,adult,temp,control,1hr_24-28C_winter_LowerKeys,37935971,4934393
SRR6396381,PRJNA423227,(Parkinson et al. 2018),2018,https://doi.org/10.1111/mec.14517,Acropora cervicornis,adult,temp,cold,1hr_10C_winter_Miami,35487235,4834146
SRR6396382,PRJNA423227,(Parkinson et al. 2018),2018,https://doi.org/10.1111/mec.14517,Acropora cervicornis,adult,temp,heat,1hr_35C_winter_LowerKeys,37602471,5268665
SRR6396372,PRJNA423227,(Parkinson et al. 2018),2018,https://doi.org/10.1111/mec.14517,Acropora cervicornis,adult,temp,cold,1hr_10C_summer_LowerKeys,35994276,6294930
DRR119956,PRJDB4715,none,none,none,Acropora tenuis,recruit,zoox_or_immune,control,transcriptome of 10day Aposymbiotic Acropora_replicate1,34156878,17058922
DRR119957,PRJDB4715,none,none,none,Acropora tenuis,recruit,zoox_or_immune,control,transcriptome of 10day Aposymbiotic Acropora_replicate2,36291353,19647699
DRR119958,PRJDB4715,none,none,none,Acropora tenuis,recruit,zoox_or_immune,control,transcriptome of 20day Aposymbiotic Acropora_replicate1,36190136,18750577
DRR119959,PRJDB4715,none,none,none,Acropora tenuis,recruit,zoox_or_immune,control,transcriptome of 20day Aposymbiotic Acropora_replicate2,36022487,18724230
DRR119960,PRJDB4715,none,none,none,Acropora tenuis,recruit,zoox_or_immune,cladeC,transcriptome of 10day clade C symbiotic Acropora_replicate1,34113379,18814702
DRR119961,PRJDB4715,none,none,none,Acropora tenuis,recruit,zoox_or_immune,cladeC,transcriptome of 10day clade C symbiotic Acropora_replicate2,36393784,20090700
DRR119962,PRJDB4715,none,none,none,Acropora tenuis,recruit,zoox_or_immune,cladeC,transcriptome of 20day clade C symbioticc Acropora_replicate1,37728435,19704431
DRR119963,PRJDB4715,none,none,none,Acropora tenuis,recruit,zoox_or_immune,cladeC,transcriptome of 20day clade C symbiotic Acropora_replicate2,38417192,20493051
DRR119964,PRJDB4715,none,none,none,Acropora tenuis,recruit,zoox_or_immune,cladeD,transcriptome of 10day clade D symbiotic Acropora_replicate1,35808273,17667318
DRR119965,PRJDB4715,none,none,none,Acropora tenuis,recruit,zoox_or_immune,cladeD,transcriptome of 10day clade D symbiotic Acropora_replicate2,35177042,17455765
DRR119966,PRJDB4715,none,none,none,Acropora tenuis,recruit,zoox_or_immune,cladeD,transcriptome of 20day clade D symbiotic Acropora_replicate1,36004384,14444119
DRR119967,PRJDB4715,none,none,none,Acropora tenuis,recruit,zoox_or_immune,cladeD,transcriptome of 20day clade D symbiotic Acropora_replicate2,32023583,13818966
SRR7347363,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_15,12201479,907519
SRR7347362,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_15,9869884,632550
SRR7347361,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_11,7811973,662122
SRR7347360,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_11,6905683,705299
SRR7347359,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_10,11940992,1011623
SRR7347358,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_10,18522832,1322233
SRR7347357,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_9,10527849,857036
SRR7347356,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_9,14864255,1434904
SRR7347354,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,veryGood,PI_8,10265267,754527
SRR7347353,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_31,4296071,401845
SRR7347352,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_31,683204,102962
SRR7347351,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_32,16655939,1124377
SRR7347350,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_32,13794739,942777
SRR7347349,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_33,6008916,568176
SRR7347348,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_33,7371806,605286
SRR7347347,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_35,9827325,796424
SRR7347346,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_35,9469921,543897
SRR7347345,PRJNA476311,(Rocker et al. 2019),2019,https://doi.org/10.1016/j.jembe.2018.11.004,Acropora tenuis,adult,transplant_or_temp,moderate,GB_37,11559959,934454
